"name,""barcode"",""price""";
"ACEITE OLIVA SABOR INTENSO TAPON VERDE ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 L,""08480000046406"",""2.7""";
"APERITIVO COMBINADO, HACENDADO, PAQUETE 200 G,""08480000334886"",""1.20""";
"APERITIVO CONO SABOR QUESO Y BACON, HACENDADO, PAQUETE 100 G,""08480000333391"",""0.55""";
"APERITIVO CORTEZA CERDO, HACENDADO, PAQUETE 75 G,""08480000334053"",""0.59""";
"APERITIVO CUQUIS, HACENDADO, PAQUETE 80 G,""08480000335760"",""0.75""";
"APERITIVO CUQUITOS SABOR QUESO (SUPER CRUJIENTE), HACENDADO, PAQUETE 100 G,""08480000335265"",""0.60""";
"APERITIVO MORRO (TORREZNOS), HACENDADO, PAQUETE 120 G,""08480000334169"",""1.40""";
"APERITIVO PALITOS PATATA EXTRACRUJIENTE PATATINAS (PAQUETE AZUL), HACENDADO, PAQUETE 120 G,""08480000333285"",""0.95""";
"APERITIVO PALITOS PATATA (PAQUETE AMARILLO), HACENDADO, PAQUETE 100 G,""08480000333087"",""0.80""";
"APERITIVO QUESO CHEETOS PANDILLA, MATUTANO, PAQUETE 75 G,""08410199810656"",""1.09""";
"APERITIVO QUESO GARFITOS, HACENDADO, PAQUETE 80 G,""08480000335739"",""0.45""";
"APERITIVO QUESO PELOTAZOS, CHEETOS, PAQUETE 162 G,""08410199001283"",""0.99""";
"APERITIVO SNACK DE ALGAS CON ARROZ CRUJIENTE ***NOVEDAD***, HACENDADO, PAQUETE 20 G,""08480000331380"",""1.50""";
"APERITIVO SNACK DE ALGAS CON SESAMO ***NOVEDAD***, HACENDADO, PAQUETE 30 G,""08480000331403"",""1.50""";
"APERITIVO SNACK DE GAMBA, HACENDADO, PAQUETE 60 G,""08480000334428"",""0.95""";
"APERITIVO SNACK DE LENTEJA CON QUESO Y ESPECIAS, SNATT'S, PAQUETE 90 G,""08413164011836"",""1.15""";
"APERITIVO SNACK DE QUESO CRUJIENTE, HACENDADO, PAQUETE 24 G,""08480000149060"",""1.00""";
"APERITIVO SNACK DE QUINOA CON TOMATE Y ALBAHACA, SNATT'S, PAQUETE 90 G,""08413164011812"",""1.15""";
"APERITIVO STICKS PATATA SABOR KETCHUP, HACENDADO, PAQUETE 75 G,""08480000336705"",""0.75""";
"APERITIVO STICKS PATATA, HACENDADO, PAQUETE 75 G,""08480000335753"",""0.75""";
"APERITIVO SUPER CUQUIS, LA LLANURA, PAQUETE PACK 10 X 3 U - 60 G,""08480000334091"",""1.15""";
"APERITIVO TIRAS MAIZ, HACENDADO, PAQUETE 150 G,""08480000336019"",""0.55""";
"APERITIVO TORREZNO SABOR BARBACOA, HACENDADO, PAQUETE 100 G,""08480000334367"",""1.25""";
"APERITIVO TRIANGULO MAIZ (PARA DIPPEAR), HACENDADO, PAQUETE 150 G,""08480000335197"",""0.85""";
"APERITIVO TRIANGULO MAIZ TEX MEX (PARA DIPPEAR), DORITOS, PAQUETE 180 G,""08410199001290"",""1.35""";
"APERITIVO TRIANGULO MAIZ TEX MEX, HACENDADO, PAQUETE 150 G,""08480000336002"",""0.85""";
"PATATAS FRITAS CRUJIENTES A LA SARTEN, HACENDADO, PAQUETE 2 U - 300 G,""08480000333384"",""1.50""";
"PATATAS FRITAS LIGHT (DESHIDRATADA), HACENDADO, PAQUETE 150 G,""08480000334176"",""0.87""";
"PATATAS FRITAS LISAS ACEITE OLIVA, HACENDADO, PAQUETE 130 G,""08480000333261"",""0.77""";
"PATATAS FRITAS LISAS ACEITE OLIVA, SANTO REINO, PAQUETE 250 G,""08425469002402"",""1.80""";
"PATATAS FRITAS LISAS BAJAS EN SAL, HACENDADO, PAQUETE 130 G,""08480000333254"",""0.79""";
"PATATAS FRITAS LISAS CAMPESINAS, LAY'S, PAQUETE 170 G,""08410199823526"",""1.35""";
"PATATAS FRITAS LISAS EXTRACRUJIENTES, HACENDADO, PAQUETE 180 G,""08480000333070"",""1.45""";
"PATATAS FRITAS LISAS LAY'S PUNTO SAL, LAY'S, PAQUETE 220 G,""08410199006882"",""1.35""";
"PATATAS FRITAS LISAS RECETA CHURRERIA, HACENDADO, PAQUETE 150 G,""08480000334398"",""0.80""";
"PATATAS FRITAS LISAS SABOR HUEVO FRITO, HACENDADO, PAQUETE 130 G,""08480000336132"",""0.90""";
"PATATAS FRITAS LISAS SABOR LIMON Y PIMIENTA, HACENDADO, PAQUETE 130 G,""08480000333476"",""0.90""";
"PATATAS FRITAS LISAS SABOR MIEL Y MOSTAZA, HACENDADO, PAQUETE 130 G,""08480000335937"",""0.85""";
"PATATAS FRITAS LISAS TRADICIONALES, HACENDADO, PAQUETE 2 U - 300 G,""08480000333629"",""1.29""";
"PATATAS FRITAS ONDULADAS BOLETUS ***NOVEDAD***, HACENDADO, PAQUETE 150 G,""08480000336170"",""1.15""";
"PATATAS FRITAS ONDULADAS JAMON, HACENDADO, PAQUETE 170 G,""08480000333353"",""0.90""";
"PATATAS FRITAS ONDULADAS JAMON, RUFFLES, PAQUETE 212 G,""08410199002259"",""1.35""";
"PATATAS FRITAS ONDULADAS SALSA CASERA, HACENDADO, PAQUETE 160 G,""08480000335302"",""0.90""";
"PATATAS FRITAS ONDULADAS, HACENDADO, PAQUETE 180 G,""08480000333346"",""0.58""";
"PATATAS FRITAS ONION (SABOR CEBOLLA), PRINGLES, TUBO 165 G,""05053990101597"",""1.82""";
"PATATAS FRITAS ORIGINAL, PRINGLES, TUBO 165 G,""05053990101573"",""1.82""";
"PATATAS FRITAS SNACK SABOR CREMA CEBOLLA, HACENDADO, TUBO 176 G,""08480000336057"",""1.15""";
"PATATAS FRITAS SNACK, HACENDADO, TUBO 176 G,""08480000335982"",""1.15""";
"FRUTA BOLSILLO FRESA Y PLATANO 100% FRUTA (COLOR ROJO) A PARTIR 12 MESES ***PACK AHORRO***, HACENDADO, PACK 6 X 120 G - 720 G,""08480000320100"",""3.99""";
"FRUTA BOLSILLO FRESA Y PLATANO 100% FRUTA (COLOR ROJO) A PARTIR 12 MESES, HACENDADO, BOLSA 120 G,""08480000320094"",""0.80""";
"FRUTA BOLSILLO FRUTA VARIADA 100 % FRUTA (COLOR NARANJA) A PARTIR 12 MESES ***PACK AHORRO***, HACENDADO, PACK 6 X 120 G - 720 G,""08480000320063"",""3.99""";
"FRUTA BOLSILLO FRUTA VARIADA 100 % FRUTA (COLOR NARANJA) A PARTIR 12 MESES, HACENDADO, BOLSA 120 G,""08480000320056"",""0.80""";
"FRUTA BOLSILLO MANZANA Y PLATANO 100% FRUTA (COLOR VERDE) A PARTIR 12 MESES ***PACK AHORRO***, HACENDADO, PACK 6 X 120 G - 720 G,""08480000320087"",""3.99""";
"FRUTA BOLSILLO MANZANA Y PLATANO 100% FRUTA (COLOR VERDE) A PARTIR 12 MESES, HACENDADO, BOLSA 120 G,""08480000320070"",""0.80""";
"GALLETA PARA MI BEBE SIN GLUTEN Y SIN LACTOSA, HACENDADO, PAQUETE 180 G,""08480000141668"",""1.60""";
"LECHE INFANTIL LIQUIDA CONTINUACION A PARTIR 6 MESES, PULEVA PEQUES 2, BRICK PACK 6 X 1 L - 6 L,""08411700812053"",""8.70""";
"LECHE INFANTIL LIQUIDA CONTINUACION A PARTIR 6 MESES, PULEVA PEQUES 2, BRICK 1 L,""08411700012057"",""1.4""";
"LECHE INFANTIL POLVO CONTINUACION AVANZADA HERO BABY 2 A PARTIR DE 6 MESES, HERO BABY, BOTE 800 G,""08410175049957"",""7.75""";
"LECHE INFANTIL POLVO CONTINUACION NATIVA 2 A PARTIR DE 6 MESES, NESTLE, BOTE 800 G,""07613032377625"",""7.80""";
"LECHE INFANTIL POLVO CONTINUACION NIDINA 2 PREMIUM A PARTIR DE 6 MESES, NESTLE, BOTE 800 G,""07613032378240"",""13.00""";
"LECHE INFANTIL POLVO CRECIMIENTO HERO BABY 3 A PARTIR DE 12 MESES, HERO BABY, BOTE 800 G,""08410175049964"",""9.50""";
"LECHE INFANTIL POLVO HERO BABY 1 DESDE EL PRIMER DIA, HERO BABY, BOTE 800 G,""08410175049940"",""9.50""";
"LECHE INFANTIL POLVO NATIVA 1 STAR DESDE EL PRIMER DIA, NESTLE, BOTE 800 G,""07613032405601"",""10.10""";
"LECHE INFANTIL POLVO NIDINA 1 PREMIUM DESDE EL PRIMER DIA, NESTLE, BOTE 800 G,""07613032403720"",""15.00""";
"LECHE INFANTIL POLVO NIDINA 3 PREMIUM A PARTIR DE 12 MESES, NESTLE, BOTE 800 G,""07613032376840"",""13.00""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO A PARTIR 1 AÑO, PULEVA PEQUES 3, BRICK 1 L,""08411700012217"",""1.4""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO A PARTIR 1 AÑO, PULEVA PEQUES 3, BRICK PACK 6 X 1 L - 6 L,""08411700812213"",""8.70""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO CEREALES A PARTIR 1 AÑO, NESTLE, BRICK 1 L,""08410100189413"",""1.5""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO CEREALES A PARTIR 1 AÑO, PULEVA PEQUES 3, BRICK 1 L,""08411700012415"",""1.4""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO CEREALES A PARTIR 1 AÑO, PULEVA PEQUES 3, BRICK PACK 6 X 1 L - 6 L,""08411700912418"",""8.70""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO JUNIOR A PARTIR 1 AÑO, NESTLE, BRICK PACK 4 X 1 L - 4 L,""08410100014326"",""5.80""";
"PREPARADO LACTEO INFANTIL CRECIMIENTO JUNIOR A PARTIR 1 AÑO, NESTLE, BRICK 1 L,""08410100014289"",""1.5""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON CEREALES A PARTIR 1 AÑO ***PACK AHORRO***, HACENDADO, BRICK PACK 6 X 1 L - 6 L,""08480000093981"",""6.60""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON CEREALES A PARTIR 1 AÑO, HACENDADO, BRICK 1 L,""08480000093974"",""1.1""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON CEREALES AL CACAO A PARTIR 1 AÑO, PULEVA PEQUES 3, MINIBRICK PACK 3 X 200 CC - 600 CC,""08411700412314"",""1.41""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON HIERRO A PARTIR 1 AÑO, HACENDADO, BRICK PACK 6 X 200 CC - 1200 CC,""08480000091895"",""1.55""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON HIERRO A PARTIR 1 AÑO, HACENDADO, BRICK PACK 6 X 1 L - 6 L,""08480000091871"",""6.00""";
"PREPARADO LACTEO LIQUIDO INFANTIL CRECIMIENTO CON HIERRO A PARTIR 1 AÑO, HACENDADO, BRICK 1 L,""08480000091888"",""1.0""";
"PAPILLA LIQUIDA LECHE Y CEREALES A PARTIR 6 MESES, NESTLE, PACK 2 X 250 CC - 500 CC,""07613031274260"",""2.00""";
"PAPILLA LIQUIDA LECHE Y CEREALES CON GALLETA MARIA A PARTIR DE 6 MESES, NESTLE, PACK 2 X 250 CC - 500 CC,""07613031274727"",""2.00""";
"PAPILLA LIQUIDA LECHE Y CEREALES CON MIEL A PARTIR DE 6 MESES, NESTLE, PACK 2 X 250 CC - 500 CC,""07613031274857"",""2.00""";
"PAPILLA LIQUIDA LECHE Y CEREALES MULTIFRUTAS A PARTIR DE 6 MESES, NESTLE, PACK 2 X 250 CC - 500 CC,""07613031274680"",""2.00""";
"PAPILLA LIQUIDA LECHE Y CEREALES SIN GLUTEN A PARTIR DE 6 MESES, NESTLE, PACK 2 X 250 CC - 500 CC,""07613031274666"",""2.00""";
"PAPILLA POLVO CEREALES CON GALLETA A PARTIR 6 MESES, NATURBALANCE, CAJA 600 G,""08410175066176"",""2.15""";
"PAPILLA POLVO CEREALES SIN GLUTEN A PARTIR 4 MESES, NATURBALANCE, CAJA 600 G,""08410175066183"",""2.20""";
"PAPILLA POLVO CEREALES SIN GLUTEN A PARTIR 4 MESES, NESTLE, CAJA 600 G,""08410100013619"",""3.59""";
"PAPILLA POLVO CREMA ARROZ SIN GLUTEN A PARTIR 4 MESES, HERO BABY, CAJA 220 G,""08410175073792"",""1.99""";
"PAPILLA POLVO MULTICEREALES A PARTIR 6 MESES, HERO BABY, CAJA 410 G,""08410175073761"",""2.71""";
"PAPILLA POLVO MULTICEREALES A PARTIR 6 MESES, NATURBALANCE, CAJA 600 G,""08410175066152"",""2.15""";
"PAPILLA POLVO 8 CEREALES A PARTIR 6 MESES, NESTLE, CAJA 660 G,""07613033302152"",""3.80""";
"PAPILLA POLVO 8 CEREALES CON CACAO JUNIOR A PARTIR DE 1 AÑO, NESTLE, CAJA 600 G,""08410100013756"",""3.59""";
"PAPILLA POLVO 8 CEREALES CON GALLETA A PARTIR 6 MESES, HERO BABY, CAJA 340 G,""08410175073709"",""2.99""";
"PAPILLA POLVO 8 CEREALES CON GALLETA A PARTIR 6 MESES, NESTLE, CAJA 600 G,""07613032195052"",""3.59""";
"PAPILLA POLVO 8 CEREALES CON PLATANO NARANJA Y GALLETA A PARTIR DE 6 MESES, NESTLE, CAJA 660 G,""07613034827432"",""3.80""";
"PAPILLA POLVO 8 CEREALES MIEL A PARTIR 6 MESES, HERO BABY, CAJA 410 G,""08410175073730"",""2.71""";
"PAPILLA POLVO 8 CEREALES MIEL A PARTIR 6 MESES, NATURBALANCE, CAJA 600 G,""08410175066169"",""2.15""";
"PAPILLA POLVO 8 CEREALES MIEL A PARTIR 6 MESES, NESTLE, CAJA 660 G,""07613033302190"",""3.80""";
"POSTRE LACTEO GO-LACTEO CREMOSO DE FRESA SIN FRIO A PARTIR 8 MESES, HACENDADO, PACK 4 X 110 G - 440 G,""08480000094704"",""2.00""";
"POSTRE LACTEO GO-LACTEO CREMOSO DE MANZANA Y PERA SIN FRIO A PARTIR 6 MESES, HACENDADO, PACK 4 X 110 G - 440 G,""08480000094728"",""2.00""";
"POSTRE LACTEO IOGOLINO FRESA SIN FRIO A PARTIR DE 8 MESES, NESTLE, PACK 4 X 100 G - 400 G,""08410100017556"",""2.25""";
"POSTRE LACTEO IOGOLINO NATURAL SIN FRIO A PARTIR DE 6 MESES, NESTLE, PACK 4 X 100 G - 400 G,""07613033968051"",""2.25""";
"POSTRE LACTEO IOGOLINO PLATANO SIN FRIO A PARTIR DE 6 MESES, NESTLE, PACK 4 X 100 G - 400 G,""08410100017563"",""2.25""";
"TARRITO ARROZ CON POLLO A PARTIR 6 MESES, HERO BABY, TARRO 235 G,""08410175056542"",""0.99""";
"TARRITO ARROZ CON ZANAHORIA A PARTIR 6 MESES, HERO BABY, TARRO 235 G,""08410175056580"",""0.99""";
"TARRITO CINCO FRUTAS Y FIBRA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 200 G - 400 G,""08480000032942"",""1.55""";
"TARRITO COCKTEL TROPICAL A PARTIR 8 MESES, HACENDADO, TARRINA PACK 2 X 250 G - 500 G,""08480000091338"",""1.72""";
"TARRITO COMPOTA MANZANA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 130 G - 260 G,""08480000032997"",""0.94""";
"TARRITO CREMA DE VERDURAS CON RAPE NOCHES A PARTIR 8 MESES, HERO BABY, TARRO PACK 2 X 190 G - 380 G,""08410175056641"",""2.35""";
"TARRITO CUATRO FRUTAS CON AVENA A PARTIR 8 MESES, HACENDADO, TARRINA PACK 2 X 200 G - 400 G,""08480000090294"",""1.65""";
"TARRITO DUO DE FRUTAS (MANZANA Y PLATANO) A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 130 G - 260 G,""08480000090171"",""0.99""";
"TARRITO ESPAGUETI CON CARNE Y VERDURITAS ESCONDIDAS A PARTIR DE 12 MESES, HERO BABY, TARRO PACK 2 X 250 G - 500 G,""08410175042286"",""2.30""";
"TARRITO FRUTA VARIADA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 250 G - 500 G,""08480000091314"",""1.72""";
"TARRITO FRUTA VARIADA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 4 X 130 G - 520 G,""08480000090188"",""1.85""";
"TARRITO FRUTA VARIADA CON QUESO FRESCO A PARTIR 6 MESES, HACENDADO, TARRINA PACK 2 X 110 G - 220 G,""08480000094643"",""1.48""";
"TARRITO LENGUADO CON CREMA BECHAMEL A PARTIR 8 MESES, HERO BABY, TARRO 235 G,""08410175056573"",""0.99""";
"TARRITO LENTEJAS VERDURAS RECETAS CASERAS A PARTIR 8 MESES, HERO BABY, TARRO PACK 2 X 190 G - 380 G,""08410175056634"",""1.75""";
"TARRITO MENESTRA CON JAMON Y TERNERA A PARTIR 6 MESES, HERO BABY, TARRO 235 G,""08410175056566"",""0.99""";
"TARRITO MENESTRA CORDERO A LA CREMA RECETAS A PARTIR 6 MESES, HERO BABY, TARRO PACK 2 X 190 G - 380 G,""08410175056658"",""1.75""";
"TARRITO NATILLAS CON GALLETA A PARTIR 6 MESES, HACENDADO, TARRINA PACK 2 X 130 G - 260 G,""08480000094650"",""1.70""";
"TARRITO PLATANO MANDARINA PERA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 4 X 130 G - 520 G,""08480000032980"",""1.85""";
"TARRITO PLATANO MANDARINA PERA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 250 G - 500 G,""08480000091307"",""1.72""";
"TARRITO PLATANO NARANJA GALLETA A PARTIR 4 MESES, HACENDADO, TARRINA PACK 2 X 200 G - 400 G,""08480000090195"",""1.50""";
"TARRITO POLLO CON ARROZ A PARTIR 6 MESES, NESTLE, TARRO 250 G.,""08410100016092"",""0.99""";
"TARRITO POLLO CON PURE VERDURAS A PARTIR 6 MESES, NESTLE, TARRO 250 G.,""08410100016429"",""0.99""";
"TARRITO POLLO CON VERDURITAS NOCHES A PARTIR 6 MESES, HERO BABY, TARRO PACK 2 X 190 G - 380 G,""08410175056610"",""1.70""";
"TARRITO TERNERA JARDINERA A PARTIR 6 MESES, NESTLE, TARRO 250 G.,""08410100016610"",""0.99""";
"TARRITO VERDURAS CON PESCADILLA A LA CREMA NOCHES A PARTIR 8 MESES, HERO BABY, TARRO PACK 2 X 190 G - 380 G,""08410175056627"",""1.70""";
"TARRITO VERDURITAS CON DELICIAS DE PAVO A PARTIR 6 MESES, HERO BABY, TARRO 235 G,""08410175056603"",""0.99""";
"TARRITO VERDURITAS CON MERLUZA A PARTIR 8 MESES, HERO BABY, TARRO 235 G,""08410175056597"",""0.99""";
"TARRITO VERDURITAS CON POLLO Y TERNERA A PARTIR DE 6 MESES, HERO BABY, TARRO 235 G,""08410175056535"",""0.99""";
"TARRITO ZANAHORIAS BABY CON TERNERA A PARTIR 6 MESES, HERO BABY, TARRO 235 G,""08410175056559"",""0.99""";
"TARRITO 4 FRUTAS CON YOGUR A PARTIR 6 MESES, HACENDADO, TARRINA PACK 2 X 200 G - 400 G,""08480000091239"",""1.65""";
"ZUMO FRUTA HERO BABY A PARTIR 4 MESES, HERO BABY, TARRO PACK 2 X 130 CC - 260 CC,""08410175056238"",""0.95""";
"AGUA CON GAS, CORTES, BOTELLA 1,5 L,""08420887131505"",""0.35""";
"AGUA CON GAS, CORTES, BOTELLA 500 CC,""08420887110500"",""0.19""";
"AGUA CON GAS, CORTES, PACK 6 X 500 CC - 3 L,""08420887120509"",""1.14""";
"AGUA CON GAS, CORTES, PACK 6 X 1500 CC - 9 L,""08420887141504"",""2.10""";
"AGUA CON GAS, FONTER, PACK 6 X 1 L - 6 L,""08410055151039"",""4.98""";
"AGUA CON GAS, FONTER, BOTELLA 1 L,""08410055151022"",""0.8""";
"AGUA CON GAS, SAN PELLEGRINO, BOTELLA 1 L,""08002270002045"",""1.1""";
"AGUA CON GAS, SAN PELLEGRINO, PACK 6 X 1 L - 6 L,""08002270044892"",""6.72""";
"AGUA CON GAS, VICHY CATALA, BOTELLIN PACK 6 X 250 CC - 1500 CC,""08410749001114"",""4.89""";
"AGUA CON GAS, VICHY CATALA, BOTELLA 1 L,""08410749001107"",""1.1""";
"AGUA MINERAL NATURAL (MINERALIZACION MUY DEBIL), BEZOYA, PACK 6 X 1500 CC - 9 L,""08410128160036"",""3.54""";
"AGUA MINERAL NATURAL (MINERALIZACION MUY DEBIL), BEZOYA, BOTELLA 1500 CC,""08410128000400"",""0.59""";
"AGUA MINERAL NATURAL (MINERALIZACION MUY DEBIL), FONDETAL, BOTELLA 2 L,""08437002889043"",""0.40""";
"AGUA MINERAL NATURAL (MINERALIZACION MUY DEBIL), FONDETAL, PACK 6 X 2 L - 12 L,""08437002889050"",""2.40""";
"AGUA MINERAL NATURAL (MINERALIZACION MUY DEBIL), FONDETAL, BOTELLA 500 CC,""08437002889012"",""0.30""";
"AGUA MINERAL NATURAL ***TAMAÑO AHORRO***, FONT NATURA, GARRAFA 8 L,""08429359277000"",""0.72""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), AGUADOY, PACK 6 X 330 CC - 1980 CC,""08437003010330"",""1.20""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), AGUADOY, BOTELLIN 330 CC,""08437003020339"",""0.20""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), AQUAREL, PACK 6 X 330 CC - 1980 CC,""03700123300236"",""2.04""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), AQUAREL, BOTELLIN 330 CC,""03700123300137"",""0.37""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), FONTVELLA, BOTELLIN 330 CC,""08410055033403"",""0.41""";
"AGUA MINERAL NATURAL (TAPON ESPECIAL NIÑOS), FONTVELLA, PACK 6 X 330 CC - 1980 CC,""08410055033410"",""2.10""";
"AGUA MINERAL NATURAL, AQUAREL, BOTELLA 1500 CC,""03700123300014"",""0.48""";
"AGUA MINERAL NATURAL, AQUAREL, PACK 6 X 1500 CC - 9 L,""03700123300021"",""2.70""";
"AGUA MINERAL NATURAL, AQUAREL, GARRAFA 5 L,""03700123300175"",""1.14""";
"AGUA MINERAL NATURAL, FONT NATURA, GARRAFA 5 L,""08429359275006"",""0.46""";
"AGUA MINERAL NATURAL, FONT NATURA, BOTELLA 1 L,""08429359001735"",""0.3""";
"AGUA MINERAL NATURAL, FONT NATURA, BOTELLA 500 CC,""08429359001452"",""0.17""";
"AGUA MINERAL NATURAL, FONT NATURA, BOTELLA 1500 CC,""08429359002374"",""0.20""";
"AGUA MINERAL NATURAL, FONT NATURA, PACK 6 X 500 CC - 3 L,""08429359001469"",""0.96""";
"AGUA MINERAL NATURAL, FONT NATURA, PACK 6 X 1 L - 6 L,""08429359001742"",""1.92""";
"AGUA MINERAL NATURAL, FONTVELLA, BOTELLA 1500 CC,""08410055150018"",""0.59""";
"AGUA MINERAL NATURAL, FONTVELLA, PACK 6 X 1500 CC - 9 L,""08410055150070"",""3.36""";
"AGUA MINERAL NATURAL, FUENTE LIVIANA, PACK 6 X 2 L - 12 L,""08423415601006"",""3.06""";
"AGUA MINERAL NATURAL, FUENTE LIVIANA, BOTELLA 2 L,""08423415501009"",""0.55""";
"AGUA MINERAL NATURAL, LANJARON, GARRAFA 6250 CC,""08410728104102"",""1.95""";
"AGUA MINERAL NATURAL, LANJARON, PACK 6 X 1500 CC - 9 L,""08410728091136"",""3.36""";
"AGUA MINERAL NATURAL, LANJARON, BOTELLA 1500 CC,""08410728180120"",""0.59""";
"AGUA MINERAL NATURAL, SOLAN DE CABRAS, PACK 6 X 1500 CC - 9 L,""08411547001092"",""4.14""";
"AGUA MINERAL NATURAL, SOLAN DE CABRAS, BOTELLA 1500 CC,""08411547001085"",""0.71""";
"ANIS DULCE, CASTELLANA, BOTELLA 700 CC,""08411144100303"",""7.45""";
"ANIS DULCE, MONO, BOTELLA 700 CC,""08410337219082"",""7.85""";
"ANIS DULCE, REGIO, BOTELLA 1 L,""08412449102054"",""5.8""";
"ANIS SECO, REGIO, BOTELLA 1 L,""08412449102061"",""7.4""";
"ANISETTE, ARRECIFE, BOTELLA 1 L,""08480000283870"",""6.5""";
"ANISETTE, MARIE BRIZARD, BOTELLA 1 L,""08410643001234"",""8.9""";
"GINEBRA CITRICA, GIBROS, BOTELLA 700 CC,""08480000288394"",""6.95""";
"GINEBRA EXTRA DRY, SEAGRAM'S, BOTELLA 700 CC,"""",""16.05""";
"GINEBRA LONDON DRY, SHERITON, BOTELLA 700 CC,""08412449121130"",""6.95""";
"GINEBRA LONDON, TANQUERAY, BOTELLA 700 CC,""05000281015248"",""14.69""";
"GINEBRA STRAWBERRY (SABOR A FRESA), SHERITON, BOTELLA 700 CC,""08412449121123"",""7.50""";
"GINEBRA, BEEFEATER, BOTELLA 700 CC,""05000299605042"",""13.45""";
"GINEBRA, BOMBAY SAPHIRE, BOTELLA 700 CC,""05010677714006"",""18.95""";
"GINEBRA, BULLDOG, BOTELLA 700 CC,""00897076002010"",""22.50""";
"GINEBRA, GORDON'S, BOTELLA 700 CC,""05000289925440"",""8.35""";
"GINEBRA, LARIOS, BOTELLA 1 L,""08411144100082"",""11.3""";
"GINEBRA, MARTIN MILLER'S, BOTELLA 700 CC,""00698929000395"",""29.35""";
"GINEBRA, RIVES, BOTELLA 1 L,""08410337427029"",""9.9""";
"GINEBRA, SHERITON, BOTELLA 700 CC,""08412449102047"",""4.19""";
"LICOR RON CON CARAMELO, PERLA DE LAS ISLAS, BOTELLA 700 CC,""08480000288387"",""6.95""";
"MOJITO, ALMIRANTE, BOTELLA 700 CC,""08412449121062"",""5.15""";
"RON AÑEJO EXTRA, ALMIRANTE, BOTELLA 700 CC,""08412449121055"",""7.39""";
"RON AÑEJO, ALMIRANTE, BOTELLA 700 CC,""08412449121031"",""5.29""";
"RON AÑEJO, BARCELO, BOTELLA 700 CC,""07461323129237"",""13.99""";
"RON AÑEJO, BRUGAL, BOTELLA 700 CC,""07460855200353"",""13.65""";
"RON AÑEJO, BRUGAL, BOTELLA 1 L,""07460855202487"",""16.9""";
"RON AÑEJO, CACIQUE, BOTELLA 700 CC,""05000281030838"",""11.99""";
"RON AÑEJO, NEGRITA, BOTELLA 700 CC,""08410490001043"",""7.90""";
"RON BLANCO, ALMIRANTE, BOTELLA 1 L,""08412449121048"",""5.9""";
"RON CARTA BLANCA, BACARDI SUPERIOR, BOTELLA 700 CC,""08410339000046"",""10.99""";
"RON CON COCO, MALIBU, BOTELLA 700 CC,""08410024710601"",""10.00""";
"RON ELIXIR DOMINICANO, ALMIRANTE, BOTELLA 700 CC,""08412449121086"",""6.95""";
"RONMIEL DE CANARIAS, PERLA DE LAS ISLAS, BOTELLA 700 CC,""08480000288448"",""5.95""";
"TEQUILA BLANCO, REGIO, BOTELLA 700 CC,""08412449120638"",""7.05""";
"TEQUILA REPOSADO, REGIO, BOTELLA 700 CC,""08412449120850"",""8.50""";
"TEQUILA, JOSE CUERVO, BOTELLA 700 CC,"""",""14.25""";
"KNEBEP BLACK, KNEBEP, BOTELLA 700 CC,""08480000288356"",""4.39""";
"KNEBEP BLUE, KNEBEP, BOTELLA 700 CC,""08480000288363"",""4.49""";
"KNEBEP CARAMEL, KNEBEP, BOTELLA 700 CC,""08480000288325"",""4.39""";
"KNEBEP RED, KNEBEP, BOTELLA 700 CC,""08480000288349"",""4.49""";
"KNEBEP VIOLET, KNEBEP, BOTELLA 700 CC,""08480000288332"",""4.49""";
"VODKA CON LIMON, KNEBEP, BOTELLA 275 CC,""08480000288523"",""1.00""";
"VODKA TRIPLE DESTILACION, KNEBEP, BOTELLA 700 CC,""08480000287250"",""6.25""";
"VODKA, ABSOLUT, BOTELLA 700 CC,""07312040097708"",""12.55""";
